title_english,image_webp_large_url,trailer_url,episodes,duration,rating,synopsis,background,year,studios,themes,genres,demographics
Kakyuusei 2: Anthology,https://cdn.myanimelist.net/images/anime/12/37405l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,2.0,29 min per ep,Rx - Hentai,"Childhood friends, Rouma and Tamaki, are not just friends. Actually, they have sexual intercourse, but they're not lovers, either. One day, Tamaki gets angry with Rouma and announces to break with him because he didn't take contraception measure while they were doing things.

However, because they belong to the same club, they have to meet. Seeing their cold attitudes, Yuuri tries to make them friends again. However, she can't hide her love toward Rouma, and confesses her love. Then, they make love, but...

(Source: AnimeNfo)",---,2012.0,Inugoya,Harem,"Drama, Hentai",No demographic
Aniyome,https://cdn.myanimelist.net/images/anime/1/2280l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,2.0,27 min per ep,Rx - Hentai,"All his life, Takashi has been compared to his older brother, Satoshi. Satoshi is smarter. More athletic. More handsome. More successful. But despite the constant reminders that he's ""not as good as his brother"", Takashi was never jealous because Satoshi took him in after their parents died. But that was before Satoshi stole Miwa, the love of Takashi’s life, and married her.

Miwa, both incredibly beautiful and kind, she captured Takashi's heart long before she ever agreed to marry his brother. And now that she’s Satoshi's wife, Takashi sees her every day. Sees her with him. Hears her having sex with him through the bedroom wall. And each day Takashi's jealousy towards his brother grows a little more.

But it seems the tables may turn when Takashi's voluptuous college professor discovers that Takashi scores in one way over his brother: his sexual prowess. Now with the right clothing, the right hairstyle, and lots and lots of hands-on sexual tutoring, she's going to turn Takashi into a ladies' man that even his brother will envy!

(Source: AniDB)",---,2012.0,Y.O.U.C,No theme,Hentai,No demographic
Oseam,https://cdn.myanimelist.net/images/anime/6/26088l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 17 min,G - All Ages,"The animation is based on the fairy tale of the same name with the local sale over 100,000 copies by Jeong Chae-bong, a writer well known for his innocent and heart-stirring tales. It is a story about two orphans, Gil-son, a five-year-old boy, and his blind sister Gam-i who are brought up by a charitable monk at a secluded temple in Mt. Seorak. Gil-son, a mischievous boy, is the guide for this hour-long travel in search of innocence. Having a pure heart, he befriends all living things and communicates with clouds, birds and flowers. One snowy day, however...",The film won the Best Feature Film award at the 2004 Annecy International Animation Film Festival.,2012.0,No studio,Historical,"Adventure, Drama, Supernatural",No demographic
Blue Dragon,https://cdn.myanimelist.net/images/anime/2/20597l.webp,https://www.youtube.com/watch?v=s3RhVF34ug0,51.0,25 min per ep,PG - Children,"As Shu's village was being attacked by an unknown enemy, he and his friends, Jiro and Kluke decide to defend their home. They soon meet warrior Zola and receive the powers of Shadow, an ability that let's them transform their shadow into a powerful monster. Shu receives one of the most powerful monsters, Blue Dragon, and they all set out to defeat their enemy.

(Source: ANN)",---,2007.0,Pierrot,No theme,"Adventure, Comedy, Fantasy",No demographic
Saiyuuki Reload: Burial,https://cdn.myanimelist.net/images/anime/1890/94055l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,3.0,33 min per ep,PG-13 - Teens 13 or older,"Taking place in the past it offers a view at the Saiyuuki quartet before their formation and their journey to the west. First OVA starts with Sanzo and his master, also with Ukoku (known as a later Ni Jianyi). Second OVA shows first meeting of Goku and Sanzo. Third OVA considers the events after Hakkai's sins and his trial (that we know from first season of ""Saiyuuki"") and his decision to live in Gojyo's house.",---,2012.0,"Pierrot, Arms",Mythology,"Action, Adventure, Drama, Fantasy",Shoujo
Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,https://cdn.myanimelist.net/images/anime/1918/134487l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 34 min,PG-13 - Teens 13 or older,"Led by Kakashi Hatake, Naruto Uzumaki, Sakura Haruno, and Rock Lee are tasked to escort the extravagant Prince Michiru Tsuki and his spoiled son Hikaru to the prosperous Land of Moon when the two return from a long trip around the world. As if guarding two whimsical high-ranked individuals was not challenging enough, the prince's reckless decision to acquire an entire circus during their journey—mainly to entertain Hikaru's wish of owning the saber-toothed tiger featured in the show—further propels the mission into disarray.

Just as things are finally settling down, the arrival of Michiru's convoy at the Land of Moon is met with an unforeseen crisis—the greedy Chief Minister Shabadaba has taken over the country with the assistance of mysterious, powerful ninjas. While Kakashi's team relentlessly fights the enemy by any means necessary, the two princes are forced to confront a new outlook on life through adversity.

[Written by MAL Rewrite]","Being the last movie related to the first series, Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo! takes place after episode 196 of Naruto. This is the only Naruto movie to feature characters in different outfits rather than the ones they normally wear. It was announced on August 6, 2005 at the opening of Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo! and premiered in Japan on August 5, 2006. The first 100,000 people to see the film in certain theaters received a yo-yo featuring Naruto and his ninja technique Rasengan. The movie was released on DVD on April 25, 2007 in Japan. In the United States, the film aired on Cartoon Network on November 8, 2008 and was released on DVD on November 11, 2008. Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo! has an animanga adaptation released in Japan on April 4, 2007 and in the United States on November 4, 2008.",2012.0,Pierrot,No theme,"Action, Adventure, Fantasy",Shounen
Black Gate: Kanin no Gakuen,https://cdn.myanimelist.net/images/anime/2/41503l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,2.0,28 min per ep,Rx - Hentai,"Narifumi Hosokawa prepares for his high school's culture festival with the Kadomori twins, Shizuku and Kasumi. While everyone is distracted, Shizuku decides to open a mysterious gate through the use of magic and travel to an alternate world. She has broken the oath of her family's heritage, as to protect the Black Gate from those who seek the enormous power that lies within the world. The remaining defenders of the Black Gate, consisting of female students and a female teacher, must travel through to the other side and return before any distruptions come to either dimension. However, Narifumi accompanies the group and Shizuku is waiting for them with some new allies. 

(Source: ANN)",---,2012.0,Studio Jam,No theme,"Fantasy, Supernatural, Hentai",No demographic
Canary,https://cdn.myanimelist.net/images/anime/1133/148875l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,26 min,PG-13 - Teens 13 or older,"Mika Katagiri wants her band to perform at the upcoming local festival. However, complications arise. Their keyboardist, Jun, refuses to play, and their stage has been cancelled. Refusing to give up, Mika and her band strive to find a way to play at the festival, using any means necessary.

(Source: ANN)",---,2012.0,Soeishinsha,"Music, School","Fantasy, Romance",No demographic
Call Me Tonight,https://cdn.myanimelist.net/images/anime/4/18490l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,29 min,R+ - Mild Nudity,"Rumi Natsumi is the fearless leader of Telephone Communication Madonna, a phone sex line that sometimes sends girls to meet a few of their lucky customers in person. As the owner, Rumi handles all of their toughest cases—so when a call comes in from a young man who totally loses control when aroused, Rumi knows that she herself is the girl for the job. However, when she meets her client, Ryo Sugiura, the case turns out to be much more complicated than she expected. He does not just lose control—he transforms into a giant monster!

[Written by MAL Rewrite]",---,2012.0,AIC,Gore,"Comedy, Horror, Romance, Sci-Fi",No demographic
No Money,https://cdn.myanimelist.net/images/anime/8/88352l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,4.0,29 min per ep,R+ - Mild Nudity,"Yukiya Ayase is a gentle, kind hearted, and innocent university student. The only relative he has left, his cousin Tetsuo, betrays Ayase by selling him to the highest bidder in an auction with hopes of making an enormous profit to be able to pay off his debts. Somuku Kanou, a bad-tempered (though very rich) loan shark, comes to Ayase's rescue and buys Ayase for an impressive 1.2 billion. Kanou apparently knows Ayase from something that happened between them in the past, but Ayase cannot remember who Kanou is nor does he understand why he ""saved"" him. In a desperate effort to keep Ayase close to him, Kanou demands the debt be repaid in full and suggests the perfect way to do it: by selling his body to Kanou for 500,000 each time. Ayase is horrified in the beginning, but something soon begins to grow between them that can't be bought for any price.

(Source: ANN)",---,2012.0,Lyrics,No theme,"Boys Love, Drama, Erotica",No demographic
Moomin,https://cdn.myanimelist.net/images/anime/13/26765l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,78.0,24 min per ep,G - All Ages,"Spring has finally arrived in Moomin Valley, giving way to another great adventure for Moomintroll and the rest of its inhabitants. With Snufkin coming home from his winter migration, the locals of the valley finally begin to rise from their hibernation. Finding a mysterious hat, the Moomins cannot bring themselves to throw it away due to its fine quality, instead hoping to eventually find its owner. 

While playing games with his friends, Moomin tries to hide in the silk hat. When his friends come looking for him, they are shocked to discover that Moomin has transformed into a hideous creature. Examining himself in the mirror, he is disgusted to find himself completely unrecognizable.

Transforming back to normal after scaring his friends and family, Moomin and Snufkin decide to toss the hat in the river. As it drifts away, they begin to wonder who the hat belonged to and whether its owner will return for their lost possession.

[Written by MAL Rewrite]","Based on the classic Swedish-Finnish children's series by Tove Jansson, Tanoshii Muumin Ikka starts off from the events of the third novel, ""Finn Family Moomintrol.""",1990.0,Telescreen,Iyashikei,"Adventure, Fantasy, Slice of Life",Kids
Wonderful Adventures of Nils,https://cdn.myanimelist.net/images/anime/1/2296l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,52.0,29 min per ep,G - All Ages,"Nils Holgersson is a young boy on a farm who is cruel to the animals. But when he catches the farm's little goblin it becomes one prank too many. He is magically shrunk and suddenly the farm animals are out for revenge. He flees on the back of the goose Morten and they join up with a flock of wild geese. Together they travel all over Sweden, with Nils hoping to find a way to become big again.

(Source: ANN)",---,1980.0,Pierrot,No theme,"Adventure, Fantasy",Kids
Oh! Edo Rocket,https://cdn.myanimelist.net/images/anime/8/75790l.webp,https://www.youtube.com/watch?v=AWkcHwLO3hI,26.0,24 min per ep,PG-13 - Teens 13 or older,"In Edo in the mid-1800's, fireworks maker Seikichi Tamaya and his friends struggle to live under the harsh morality laws imposed by the strict city councilor, which ban all luxuries, including fireworks. One day, a strange girl stops by Sekichi's shop with an equally strange request: she wants Sekichi to build a firework that can reach the moon.

(Source: ANN)",---,2007.0,Madhouse,Historical,"Comedy, Drama, Fantasy, Sci-Fi",No demographic
Saint Beast: Kouin Jojishi Tenshi Tan,https://cdn.myanimelist.net/images/anime/2/75557l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,13.0,25 min per ep,PG-13 - Teens 13 or older,"A long time ago, Zeus, the great god, created a three–tier hierarchy of angels, top, middle and lower, although they were supposed to be equal. Also, Zeus appointed 6 angels as Saint Beasts who govern the animals of Earth. They were: Go, the seiyu; Shin, the genbu; Rei, the suzaku; Guy, the byakko; Yuda, the kirin; and Ruka, the hooh. However, Kira, the shooting star, and Maya, the fuga, didn’t attend the selection tests and left for the Earth.

The six angels fulfilled their tasks faithfully. However, because of Zeus’s increasingly tyrannical acts, they begin to mistrust him.

(Source: AnimeNfo)",---,2007.0,"Tokyo Kids, Yuhodo",No theme,Fantasy,No demographic
Tekkonkinkreet,https://cdn.myanimelist.net/images/anime/12/8520l.webp,https://www.youtube.com/watch?v=W2ku5toXWFc,1.0,1 hr 51 min,R - 17+ (violence & profanity),"The streets of Treasure Town are said to belong to ""The Cats."" They know everything that goes on in the city, and no one can stir up trouble without going through them first. In reality, The Cats are a pair of orphan boys called Black and White, who aren’t afraid of anything or anyone. 

But their rule of the streets is challenged when the Yakuza come to town and start making changes. The wild Black and the carefree White have no one to rely on but themselves to get their Treasure Town back to the way it was. But their bond is tested as they quickly realize going back to how things were may no longer be an option.

[Written by MAL Rewrite]","At the 2006 Mainichi Film Awards, the film won the Best Film Award. At the 2008 Tokyo International Anime Fair it won the Best Original Story and Best Art Direction awards. It also won the 2008 Japan Academy Prize for Animation of the Year.",2012.0,Studio 4°C,Psychological,"Action, Adventure, Award Winning, Supernatural, Suspense",Seinen
Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,https://cdn.myanimelist.net/images/anime/3/75248l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,13.0,24 min per ep,PG-13 - Teens 13 or older,"One morning, Wataru Hoshino found a sleeping girl—in nothing but her underwear—in his room. When she woke up, she quickly escaped by jumping out of the window, but not without punching Wataru in the face first. This girl, Rinna Sawaki, ends up being a transfer student of Wataru's school, as well as the new roommate of Wataru's dormitory.

Wataru lives with four other girls and their school teacher, but due to Temizugawa Heavy Industry's cancellation of their aviation branch—South Sakojima Island's major company—the families involved with the corporation have to be evacuated in one year. As a result of this, the four girls have to leave the island in one year's time.

Knowing this, Rinna refuses to become friends with Wataru and the other girls, because of the pain that she might experience as a result of their eventual separation; however, Wataru disagrees with her, and over the course of the year, tries to convince her otherwise.

(Source: ANN)",---,2007.0,Artland,"Harem, School",Romance,No demographic
Bakugan Battle Brawlers,https://cdn.myanimelist.net/images/anime/7/21568l.webp,https://www.youtube.com/watch?v=DGdX1bHRw1w,52.0,24 min per ep,PG - Children,"Mysterious cards came down from the sky one day. Capable of summoning powerful creatures from another dimension, they became the centerpiece of a new game called Bakugan. The game gained instant popularity among children and teenagers, with the best of them competing in a worldwide ranking.

Meanwhile, war for domination over Vestroia, the homeland of Bakugan cards, rages on. Invaded by the White Dragon Naga and his servants, the Doom Beings, the realm becomes increasingly destabilized. Dimensions begin to merge and many Bakugan players come to realize that their pastime is not merely a game.

Danma Kuusou, one such Bakugan player, intends to become the World Ranking's leader someday. However, during one of his fights he experiences a vision of a clash in Vestroia. The fight suddenly moves to Earth, where Danma comes into possession of a talking, mighty fire Bakugan, Pyrus Dragonoid.

He soon gets dragged into the conflict, and together with his Bakugan Brawlers team, must traverse the dimensions and restore balance in a ravaged world.

[Written by MAL Rewrite]","The second and third seasons of Bakugan Battle Brawlers aired overseas before coming to Japan, while the fourth and final season of the show didn't air in Japan.",2007.0,TMS Entertainment,Strategy Game,"Action, Fantasy",No demographic
Chinpui,https://cdn.myanimelist.net/images/anime/11/74871l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,56.0,24 min per ep,G - All Ages,TV anime show based on the manga by F. Fujio Fujiko.,---,1989.0,Shin-Ei Animation,No theme,Comedy,No demographic
Student Council's Discretion,https://cdn.myanimelist.net/images/anime/7/19646l.webp,https://www.youtube.com/watch?v=Oi8sqEK0WEI,12.0,24 min per ep,PG-13 - Teens 13 or older,"Imagine living life as the vice president of the student council, passing the days eating snacks, playing games, and bonding with a harem of beautiful girls. This is exactly the kind of life that high school student Ken Sugisaki leads, or so he thinks!

Usually, the officers of Hekiyou Academy's student council are elected by popular vote, but an additional position is granted to the student who scores the highest on the exams. Ken, who historically has had below average grades, worked hard to improve them to be accepted into the student council, with the ultimate goal of surrounding himself with girls who fawn over him.

Unfortunately for the vice president, things do not go quite as planned. Not only do the ladies of the council continually rebuff his advances, they also prefer to focus on more important and ""boring"" activities, such as organizing school events and managing the other clubs. But a few minor hurdles like these won't stop Ken from chasing after his dreams, even if they seem a bit ridiculous.  

[Written by MAL Rewrite]",---,2009.0,Studio Deen,"Harem, Parody, School",Comedy,No demographic
Kanamemo,https://cdn.myanimelist.net/images/anime/6/52677l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,13.0,24 min per ep,PG-13 - Teens 13 or older,"Middle schooler Kana Nakamachi's life drastically changes when her grandmother passes away. Leaving behind an empty house, Kana learns that no one can provide her lodging due to her young age. Eventually, she stumbles upon the Fuhshin Gazette, a local newspaper delivery business who is able to provide her with a place to stay if she works for them in return.

The small store is staffed by several unique people: the sweets-loving Yume Kitaoka and her girlfriend Yuuki Minami; the frugal Hinata Azuma; the alcoholic Haruka Nishida; and the young but mature Saki Amano. It is not all fun and games at the Fuhshin Gazette, though, as Kana must deal with long working hours, energetic dogs guarding mailboxes, and confusing delivery routes. Add in a small rivalry with Mika Kujiin, a girl from a competing store, and Kana will have more than enough to keep her hands full!

[Written by MAL Rewrite]",---,2009.0,feel.,CGDCT,"Comedy, Girls Love, Ecchi",No demographic
Donguri no Ie,https://cdn.myanimelist.net/images/anime/6/12803l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 33 min,G - All Ages,"The Takazis' only daughter named Keiko was born seriously handicapped, deaf and dumb and mentally handicapped. Her parents tried to accept her handicap but their suffering continued.
Things changed after Keiko entered a deaf and dumb school. Not only Keiko but also her parents grew up with friendship and cooperation of the teachers and friends. They established a group named ""Donguri"" (acorn) to make a community workshop where the handicapped people could be independent.

(source :jfkl.org)",Winner of the Excellence Award at the 1st Japan Media Arts Festival.,2012.0,Ajia-do,No theme,"Award Winning, Drama",No demographic
On A Paper Crane: Tomoko's Adventure,https://cdn.myanimelist.net/images/anime/3/12804l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,27 min,G - All Ages,"A young girl named Tomoko visits the Hiroshima Peace Memorial. There she has a mysterious meeting with Sadako, the little girl who was 2 years old when the U.S. dropped the bomb on her city during WWII and 11 when she died from the effects of radiation poisoning. Sadako takes Tomoko on an eye-opening journey.

(Source: AniDB)",---,2012.0,Mushi Production,No theme,Drama,No demographic
Bride of Deimos,https://cdn.myanimelist.net/images/anime/9/35349l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,32 min,R - 17+ (violence & profanity),"Trapped in a dark abyss, the once-beautiful Venus is rotting in her own despair. Unhappy with her fate, she calls on her twin brother Deimos to find her a new body.

Meanwhile, Minako Ifu is in a predicament, as her friend Hisamatsu has gone missing while searching for a master orchid grower. On her way to locate him, she encounters Deimos—who declares that she will become his bride and return to the underworld with him. Fleeing in disgust, Minako discovers the house her friend was pursuing and meets the endearing siblings Touko and Kaname Ooba.

However, the situation is not as it seems, and Minako quickly becomes entangled in a nefarious affair—all while being followed by the charming Deimos.

[Written by MAL Rewrite]",---,2012.0,Madhouse,"Mythology, Psychological","Drama, Fantasy, Horror, Mystery, Supernatural",Shoujo
Xanadu Dragonslayer Densetsu,https://cdn.myanimelist.net/images/anime/6/12810l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,50 min,R+ - Mild Nudity,"Based on the role-playing game ""Legend of Xanadu"". The evil magician Reichswar has killed the King to gain possession of a magic crystal; now he means to use its power to rule the whole of Xanadu. Then the widowed Queen Rieru is kidnapped. One brave young warrior, wielding the magic blade Dragonslayer, goes to her rescue.

(Source: The Anime Encyclopedia)",---,2012.0,Toei Animation,No theme,"Adventure, Comedy, Fantasy",No demographic
Utsunomiko,https://cdn.myanimelist.net/images/anime/7/12811l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 23 min,PG - Children,"In the chaos of the Jinshin-no-Ran civil war of 762, a child with a small horn in his forehead was born. The child's mother condemned him as an oni and cast him away. An elderly shūgenja woman claimed the child and named him Utsunomiko, or 'Divine Child of the Heavens', telling Miko that his horn smybolizes the union of heaven and earth. Miko matured in the wilderness learning the ways of Shugendō, and soon started venturing into villages out of curiosity. He found that the common people of the villages live in poverty and suffering, and began using his spiritual powers to help them. But his anger at the self-serving rulers and their petty power-struggles grew until he came into open conflict with the Imperial Court, setting Miko down a long path as a champion of the oppressed.

(Source: Wikipedia)",---,2012.0,Nippon Animation,Mythology,"Adventure, Fantasy",No demographic
Tenjouhen: Utsunomiko,https://cdn.myanimelist.net/images/anime/6/12812l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 14 min,PG - Children,Prequel of Utsunomiko.,---,2012.0,Toei Animation,Mythology,"Adventure, Fantasy",No demographic
Utsunomiko: Heaven Chapter,https://cdn.myanimelist.net/images/anime/2/30529l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,13.0,25 min per ep,R+ - Mild Nudity,"Delving into the humans' spiritual journey to the Celestial Realm of Buddha, UTSU NO MIKO follows five friends on their quest to bring peace to a corrupt and chaotic Earth.

Born with a horn, Utsu no Miko found refuge on Mt. Kongo where he studies to become a God. But when the ruling imperial government seems to bring only devastation to the people, Miko and his friends venture on a 33-year quest to reach the Celestial Realm and meet the almighty Father of the North Star. Yet, the way is filled with danger, for the five humans intrude upon the world of immortals where the gods reign supreme. And, in order to reach their goal, Miko must first challenge them to battle.

However, they soon realize that the gods too are not without flaws and earthly desires. And for Miko, the hope of rescuing his love (Kagami) leads to the realization that the world cannot exist without the balance of gods' tumultuous soul, and the humans' will to survive and to love. For, as one life ceases, another takes its place. And only when there is true peace can people finally see the face of God.

(Source: AniDB)",---,2012.0,Toei Animation,Mythology,"Adventure, Fantasy",No demographic
The Sensualist,https://cdn.myanimelist.net/images/anime/6/23790l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,54 min,Rx - Hentai,"The OVA is based on incidents in the novel Koshoku Ichidai Otoko (The Life of an Amorous Man) by Saikaku Ihara (1642-1693).

The libertine Yonosuke has spent his life in quest of sexual pleasure. Disowned by his father when he is 18, 16 years full of changes and errantry begin for him. At the age of 34 he inherits great wealth after his father dies and forgives his son.

When Yunosuke is 57, one of his tailors named Juzo comes to see him before setting out for Edo. Juzo has unwisely made a bet with a rich merchant that he will sleep with Komurasaki, the most renowned courtesan in Edo, at the first meeting. If he succeeds he will win a villa, but if he loses he will lose his manhood. Yunosuke is astounded as he knows how hard the high rank courtesans are to get. The best courtesans, tayu, as well as being beautiful, were highly cultured, being educated in poetry, calligraphy, painting, tea ceremony and other arts. They would sleep with a client only on the third night, the other two nights being taken up with greetings and other social niceties. Humble men, to whom they were 'untouchable' looked up to them with adoration and respect.

Indignant, Yunosuke takes Juzo to Edo and enables him to meet Komurasaki. Juzo is a laughing-stock at the tea-house because of his nervousness, and soon becomes drunk. He clumsily spills wine over the courtesan's kimono. Unperturbed, she goes out and returns wearing a fresh, identical garment.

(Source: AniDB)",---,2012.0,"Grouper Productions, Animation Staff Room","Historical, Psychological","Drama, Hentai",No demographic
Neko Hiki no Oruorane,https://cdn.myanimelist.net/images/anime/1060/94449l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,30 min,G - All Ages,"During the holiday season, a young man encounters a drunken cat belonging to an old man in an alley. The old man has trained his three cats to sing.

(Source: ANN)",---,2012.0,J.C.Staff,"Music, Pets",Fantasy,No demographic
Antique Heart,https://cdn.myanimelist.net/images/anime/7/56121l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,29 min,G - All Ages,"There's an old decrepit building at the edge of the school grounds that hasn't been used for years, and it falls apart a little bit more each day. But the little house holds a secret, as Takahiro and his friends are soon to find out...they wind up making contact with a mysterious entity known as Saki. Can Takahiro save Saki's world from destruction.

(Source: ANN)",---,2012.0,J.C.Staff,School,Mystery,No demographic
Star Cat Fullhouse,https://cdn.myanimelist.net/images/anime/3/89299l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,4.0,30 min per ep,R+ - Mild Nudity,"This slapstick comedy is about three pretty girls struggling to earn a living as pilots of the Iron Goblin delivery vessel. The computer answers back, the space pirates are on their tail, and romantic entanglements with their clients cause friction in the trio. The final episode throws the alien Eterna race in to the mix.

(Source: The Anime Encyclopedia)",---,2012.0,Artland,No theme,"Comedy, Romance, Sci-Fi",No demographic
Kigyou Senshi Yamazaki: Long Distance Call,https://cdn.myanimelist.net/images/anime/1238/96361l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,43 min,R+ - Mild Nudity,"A 42-year-old salaryman is made to serve his company beyond the grave when his brain is installed in a super-powered android body in order to carry out corporate espionage.

(Source: Anime Encyclopedia)",---,2012.0,Ripple Film,No theme,"Drama, Sci-Fi",Seinen
Hi no Ame ga Furu,https://cdn.myanimelist.net/images/anime/7/12821l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 18 min,G - All Ages,"An anti-war anime based on a book containing contemporary accounts of the fire-bombing of the city of Fukuoka on the evening of June 19, 1945.",---,2012.0,Mushi Production,Historical,Drama,No demographic
Hayou no Tsurugi: Shikkoku no Mashou,https://cdn.myanimelist.net/images/anime/13/41089l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,2.0,30 min per ep,R - 17+ (violence & profanity),"A resident of the Floating Castle that battle demon beings, the girl Rasutel (Rasu), chosen by the willful lady, the Demon-Breaker sword, is sent on a quest to save a princess kidnapped by a Youki. Her quest is helped by a mysterious Youki called Anshu (but he has basic color that usual Youkis do not have.... hehe!). She is also hampered in her quest by her demon-being oriented younger brother who seeks her golden eyes, the heritage of their father, the Golden Youshu. 

(Source: AniDB)",---,2012.0,Magic Bus,No theme,"Fantasy, Supernatural",Shoujo
Camelot,https://cdn.myanimelist.net/images/anime/9/57437l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,48 min,PG-13 - Teens 13 or older,"Self-described ""third-rate"" mangaka Ikeda Marina is attending a birthday party for a wealthy friend, when suddenly a time-traveling dragon whisks the entire party away to Camelot in sixth-century Britain. There, Marina must help would-be king Arthur fend off civil war by extracting the sword Excalibur from its stone during the forthcoming solar eclipse. But the evil Lady Dola intends to thwart this plan and seize Camelot for herself...

(Source: Collectr's Blog)",---,2012.0,Ashi Productions,No theme,"Adventure, Comedy, Fantasy",No demographic
Shiroi Kiba White Fang Monogatari,https://cdn.myanimelist.net/images/anime/11/81828l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 13 min,G - All Ages,"White Fang is born on the planes of Alaska to a wolf father and a half-wolf, half-dog mother. One day he and his mother run into an Alaskan inuit boy Mit-sah, who has long dreamed of a dog of his own, and by a marvellous twist of fate, the wolves are taken in by him and his father. But life in Alaska is harsh for humans and wolves alike, and as winter comes, hardships lie in waiting for White Fang and Mit-sah. Facing the extreme coldness of their habitat and that of humans' greedy hearts, the two journey towards what they hope to be a happier environment.

(Source: ANN)",---,2012.0,Sunrise,Historical,"Adventure, Drama",No demographic
Greed,https://cdn.myanimelist.net/images/anime/13/47315l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,57 min,PG-13 - Teens 13 or older,"To succeed to his father, Lid Kail sets out a journey to defeat the incarnation of the evil that seems to dominate the world. Longn and Mimau also began to journey to achieve his father’s will. On their way, Key and Bagda join them. They overcome some difficulties, and finally they met Vaii, the evil. They managed to beat Vaii, but it still doesn't solve their problem...

(Source: Animenfo)",---,2012.0,"Filmlink International, Bebow",No theme,"Adventure, Fantasy",No demographic
Marco Polo's Adventures,https://cdn.myanimelist.net/images/anime/13/12829l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,43.0,20 min per ep,G - All Ages,"Seventeen-year-old Marco Polo leaves his home in Venice on a trip to the little-known country of ""Yuan"", in the company of his father Nicolo and his uncle Matteo. Their mission is to deliver the sacred oil from the Tomb of Christ and a letter from the Pope to the Kublai.","This was an animated documentary on Marco Polo, mixed in with live-action footage. 43 episodes were broadcast on NHK from 1979 to 1980, but only the first and last episodes survive. While the cel animation was shot on film, post-production and editing were done on videotapes (normal for NHK programs), which have since been wiped. (Source: Cartoon Research) In 2021, NHK announced that they had successfully collected recordings of all 43 episodes from viewers and individuals involved with the show. NHK began a complete re-broadcast of the show on April 5, 2025. (Source: NHK)",1979.0,Madhouse,Historical,Adventure,No demographic
White Fang,https://cdn.myanimelist.net/images/anime/6/29878l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 24 min,PG-13 - Teens 13 or older,A boy named Lasset who lives on a farm in the rural northern US makes a perilous trek through the wilderness to a sanctuary 300 miles to the north to save the life of a gray wolf that he had raised from a puppy after an incident in which the wolf kills the family dog.,The movie won the 1990 Mainichi Film Award for animation.,2012.0,No studio,No theme,"Award Winning, Drama",No demographic
Onegai♪My Melody Kirara★,https://cdn.myanimelist.net/images/anime/7/68501l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,52.0,20 min per ep,G - All Ages,Sequel to Onegai My Melody Sukkiri.,---,2008.0,Studio Comet,No theme,"Comedy, Fantasy",No demographic
